"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"22683",22683,"NCT00110227","Tai Chi Mind-Body Therapy for Chronic Heart Failure","Completed","No Results Available","Heart Failure","Behavioral: 12-week Tai Chi Program|Behavioral: 12-week Education Program","National Center for Complementary and Alternative Medicine (NCCAM)","Both","Adult|Senior","Phase III",100,"NIH","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment","R01 AT002454","May 4, 2005","01/09/2005",2009-07-01,"August 17, 2009","01/08/2009","NEXT-Heart",2009-01-01,"HF-specific quality of life|functional capacity|Walking Test|General quality of life|mood and emotional status|exercise self-efficacy|sense of coherence|utility assessment|beliefs, attitudes, and expectations|physical activity level|perceived social support|neurohormonal status|autonomic tone, heart rate variability|echocardiography|costs and use of HF services","http://ClinicalTrials.gov/show/NCT00110227",NA
"22684",22684,"NCT00111527","APAF: Assessment of Cardiac Resynchronization Therapy in Patients With Permanent Atrial Fibrillation","Completed","No Results Available","Congestive Heart Failure|Atrial Fibrillation","Other: Optimized echo-guided CRT pacing|Other: normal RV pacing","Arcispedale Santa Maria Nuova|Medtronic","Both","Adult|Senior","Phase III",458,"Other|Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","1893A","May 20, 2005","01/05/2005",2010-03-01,"March 22, 2010","01/03/2010","",2009-08-01,"Short-term clinical study (6 months): Quality of life (measured as Minnesota Living with Heart Failure Questionnaire, Specific Symptom Scale and New York Heart Association classification) and exercise capacity at 6 months in the 2 study groups|Long-term clinical study (24 months): Composite end-point of: death due to cardiovascular cause, hospitalisation for worsening heart failure, worsening heart failure or failure to achieve a persistent subjective symptom improvement (clinical failure)|The evaluation of the predictive value of echo desynchronisation indexes (inter and intra-LV delays) for identification of clinical failure (see above)|Cost-benefit comparison of the 2 pacing strategies","http://ClinicalTrials.gov/show/NCT00111527",NA
"22696",22696,"NCT00129727","Carboplatin Taxol Avastin in Ovarian Cancer (OVCA)","Completed","No Results Available","Ovarian Cancer","Drug: Paclitaxel|Drug: Carboplatin|Drug: bevacizumab","Massachusetts General Hospital|Women and Infants Hospital of Rhode Island","Female","Adult|Senior","Phase II",51,"Other","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","04-247","August 10, 2005","01/06/2005",2009-02-01,"August 7, 2009","01/08/2009","",2009-02-01,"To examine the toxicity, estimate the objective response rate, and progression free survival of carboplatin, paclitaxel, and bevacizumab followed by single agent bevacizumab as consolidation for advanced mullerian cancer|To estimate the objective response rate of carboplatin, paclitaxel, and bevacizumab","http://ClinicalTrials.gov/show/NCT00129727",NA
"22703",22703,"NCT00144027","Patient-Centered Medication Adherence Intervention for Schizophrenia","Completed","No Results Available","Schizophrenia","Behavioral: Antipsychotic medication adherence intervention","Department of Veterans Affairs","Both","Adult|Senior","Phase IV",120,"U.S. Fed","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Single Blind (Subject)","IIR 03-257","September 1, 2005","01/12/2004",2009-07-01,"May 6, 2010","01/09/2009","AMAIS",2009-06-01,"Antipsychotic medication adherence, psychosis symptom severity, and health related quality of life at baseline and 6-months|Cost-effectiveness analysis of intervention versus usual care","http://ClinicalTrials.gov/show/NCT00144027",NA
"22767",22767,"NCT00251927","Nexium vs. Surgery","Completed","No Results Available","Gastroesophageal Reflux","Drug: esomeprazole|Procedure: Laparoscopic fundoplication (surgery)","AstraZeneca","Both","Adult|Senior","Phase III",626,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","D9612C00003|SH-NEG-0003","November 9, 2005","01/10/2001",2009-04-01,"January 7, 2010","01/01/2010","LOTUS",2009-04-01,"Time to treatment failure defined as need for medical treatment other than esomeprazole for control of reflux disease symptom|Efficacy endpoints including histopathological changes, scores of symptom variables, endoscopic assessments, assessment of 24h pH & Safety variables including lab tests, & all serious adverse events|Quality of life including patient reported outcomes assessed by GSRS & QOLRAD","http://ClinicalTrials.gov/show/NCT00251927",NA
"22801",22801,"NCT00105027","The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study","Completed","Has Results","Macular Edema, Cystoid|Retinal Vein Occlusion","Other: Standard Care|Drug: intravitreal triamcinolone injection|Drug: intravitreal triamcinolone injection","Allergan|National Eye Institute (NEI)","Both","Adult|Senior","Phase III",682,"Industry|NIH","Interventional","Allocation: Randomized|Control: Dose Comparison|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","NEI-99|5U10EY014351-05|5U10EY014404|5U10EY014352","March 3, 2005","01/10/2004",2009-02-01,"December 16, 2010","01/12/2010","SCORE",2009-02-01,"The Number of Study Participants Experiencing an Improvement by 15 or More Letters From Baseline in Best-corrected ETDRS Visual Acuity Score at the 12-month Visit|Changes From Baseline in Best-corrected ETDRS Visual Acuity Score|Changes in Retinal Thickness as Assessed by Stereoscopic Color Fundus Photography and Optical Coherence Tomography|Adverse Ocular Outcomes","http://ClinicalTrials.gov/show/NCT00105027",NA
"22821",22821,"NCT00335127","Chemotherapy and Total-Body Irradiation Followed By Autologous Lymphocyte Infusion, Aldesleukin, and Autologous Stem Cell Transplant in Treating Patients With Metastatic Melanoma","Completed","No Results Available","Melanoma (Skin)|Non-Melanomatous Skin Cancer","Biological: aldesleukin|Biological: filgrastim|Biological: therapeutic tumor infiltrating lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: autologous bone marrow transplantation|Procedure: autologous hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation|Radiation: total-body irradiation","National Cancer Institute (NCI)","Both","Adult|Senior","Phase II",108,"NIH","Interventional","Masking: Open Label|Primary Purpose: Treatment","CDR0000480141|NCI-06-C-0136|NCI-P6763","June 7, 2006","01/04/2006",NA,"March 24, 2009","01/11/2008","",2009-03-01,"Complete tumor regression|Safety|Cell survival","http://ClinicalTrials.gov/show/NCT00335127",NA
"22830",22830,"NCT00350727","Pazopanib In Combination With Lapatinib In Adult Patients With Relapsed Malignant Glioma","Completed","No Results Available","Glioma|Malignant Disease","Drug: lapatinib|Drug: pazopanib","GlaxoSmithKline","Both","Adult|Senior","Phase II",75,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","VEG102857","July 10, 2006","01/12/2006",2009-12-01,"July 1, 2010","01/07/2010","VEG102857",2009-12-01,"Adverse events. Changes in vital signs. Changes in laboratory values.|Phase I: Pharmacokinetic parameters including AUC(0-24), [AUC(0-12) for patients on twice daily administration], Cmax, the time to maximum observed concentration (tmax) and C24 of pazopanib and lapatinib when administered in combination with EIAC.|Phase II: Pharmacokinetic parameters including AUC(0-24), [AUC(0-12) for patients on twice daily administration], Cmax, tmax, and C24 of pazopanib and lapatinib, as appropriate, when administered together in combination with non-EIAC.|Phase II: Plasma concentrations of the circulating biomarkers VEGF, sVEGFR-1, and sVEGFR-2.","http://ClinicalTrials.gov/show/NCT00350727",NA
"22834",22834,"NCT00362427","Study of PR5I, a Pediatric Combination Vaccine With Enhanced Hepatitis B Component Given Concomitantly With Prevnar?ó","Completed","No Results Available","Diphtheria|Pertussis|Polio|Hepatitis B|Tetanus","Biological: Hybrid 5 component DTaP, Vero IPV, Hep B and PRP-OMPC|Biological: Hybrid 5 component DTaP, Vero IPV, Hep B and PRP-OMPC|Biological: Hybrid 5 component DTaP, Vero IPV, Hep B and PRP-OMPC","Sanofi-Aventis|Merck","Both","Child","Phase II",460,"Industry","Interventional","Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","PR504","August 9, 2006","01/08/2006",2009-03-01,"February 22, 2010","01/02/2010","",2009-02-01,"To provide information concerning the immune response of subjects that received PR5I concomitantly with Prevnar","http://ClinicalTrials.gov/show/NCT00362427",NA
"22856",22856,"NCT00393627","Behavioral Sleep Intervention in Adult Family Homes","Completed","No Results Available","Dementia","Behavioral: Sleep Education Program","University of Washington|Alzheimer's Association","Both","Child|Adult|Senior","Phase II",47,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment","24091-G|03-7612-G 04","October 26, 2006","01/06/2006",2009-08-01,"June 25, 2010","01/06/2010","",2009-08-01,"Actigraphy sleep estimates","http://ClinicalTrials.gov/show/NCT00393627",NA
"22873",22873,"NCT00423527","Levetiracetam in Central Pain in Multiple Sclerosis(MS)","Completed","No Results Available","Multiple Sclerosis","Drug: levetiracetam","Odense University Hospital","Both","Adult|Senior","Phase IV",30,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","keppra3","January 16, 2007","01/01/2007",2009-01-01,"December 17, 2009","01/01/2007","",2009-01-01,"Pain relief rated on a 0 to 10 point numeric rating scale (median value for last treatment week of each period)|Pain rated on a 0 to 10 point numeric rating scale|Pain subtypes rated on the same scale.|Brush-evoked pain|Pin-prick-evoked pain|Cold-evoked pain|Health related quality of life (SF36)|Pain related sleep disturbance|Use of escape medication|Muscle spasms as measured on 2 different scales","http://ClinicalTrials.gov/show/NCT00423527",NA
"22890",22890,"NCT00422227","Study Comparing Etanercept With Usual DMARD Therapy in Subjects With Rheumatoid Arthritis in the Asia Pacific Region","Completed","Has Results","Rheumatoid Arthritis","Drug: Etanercept , Methotrexate|Drug: Methotrexate; sulfasalazine; hydroxychloroquine;leflunomide","Wyeth","Both","Adult|Senior","Phase IV",300,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","0881A1-408","January 11, 2007","01/06/2007",2009-03-01,"July 28, 2010","01/07/2010","",2009-03-01,"Change From Baseline in Adjusted Mean of American College of Rheumatology Response (ACR-N) Area Under Curve (AUC) Over 16 Weeks|Percentage of Participants Achieving ACR 20, 50, and 70 Responses|Percentage of Participants Achieving DAS28 <3.2 (Low Disease Activity) and <2.6 (Remission)|Percent Change From Baseline in DAS28 at Week 16|Percentage of Participants Achieving European League Against Rheumatism (EULAR) Moderate or Good Response|Percentage of Participants With DAS28 Improvement of ??­0.6 and ??­1.2|Percent Change From Baseline in Painful and Swollen Joint Counts|Percent Change From Baseline in Physician And Subject Global Assessments|Percent Change From Baseline in Duration (Minutes) of Morning Stiffness|Percent Change From Baseline in General Health, Pain, and Fatigue, Visual Analog Scales","http://ClinicalTrials.gov/show/NCT00422227",NA
"22901",22901,"NCT00463827","Effect of Statins on Asthma Control in Smokers With Asthma","Completed","No Results Available","Asthma|COPD|Smoking","Drug: Atorvastatin|Drug: atorvastatin|Drug: matched placebo","NHS Greater Clyde and Glasgow|University of Glasgow|Medical Research Council","Both","Adult","Phase II",80,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","AR 003","April 18, 2007","01/08/2007",2009-06-01,"January 15, 2010","01/10/2007","",2009-06-01,"Change in peak flow data|sputum cell counts|spirometry|airway responsiveness to methacholine|symptom scores|Exhaled and alveolar NO|Exacerbation rates|immunological tests in blood|ACQ score|AQLQ score","http://ClinicalTrials.gov/show/NCT00463827",NA
"22929",22929,"NCT00501527","Immunotherapy With Depigmented and Polymerized Allergen Extract of Phleum Pratense","Completed","No Results Available","Rhinitis, Allergic, Seasonal|Conjunctivitis, Allergic|Asthma","Biological: Immunotherapy with modified extract of P. pratense pollen|Other: Placebo","Laboratorios Leti, S.L.","Both","Child|Adult","Phase II",80,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","2006-001437-18|6078-PG-OSL-145","July 13, 2007","01/09/2007",2009-10-01,"December 16, 2010","01/12/2010","",2009-10-01,"Symptom scores|Nasal provocation test|Dose-response skin prick-test|Asthma quality of life questionnaire (AQLQ)/Rhinoconjunctivitis quality of life questionnaire (RQLQ)|Medication scores|Visual scales|\In vitro\"" immunological tests|Record of adverse events""","http://ClinicalTrials.gov/show/NCT00501527",NA
"22941",22941,"NCT00524927","Safety and Efficacy of Methoxyflurane for Treatment of Incident Pain","Completed","No Results Available","Pain Measurement","Drug: Methoxyflurane|Drug: Normal Saline","Medical Developments International Limited|Australian Department of Industry, Tourism and Resources","Both","Adult|Senior","Phase IV",110,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Jun-61","September 2, 2007","01/09/2007",2009-11-01,"January 27, 2010","01/01/2010","",2009-11-01,"Determine where there is a difference in efficacy between Methoxyflurane and placebo for control of pain in participants undergoing a Bone Marrow Biopsy|Determine the safety of Methoxyflurane","http://ClinicalTrials.gov/show/NCT00524927",NA
"22945",22945,"NCT00530127","A Study Investigating the Safety and Tolerability of Deferiprone in Patients With Friedreich's Ataxia","Completed","No Results Available","Friedreich's Ataxia","Drug: placebo|Drug: deferiprone|Drug: deferiprone|Drug: placebo|Drug: deferiprone","ApoPharma","Both","Child|Adult","Phase I|Phase II",80,"Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","LA29-0207","September 13, 2007","01/04/2008",2009-07-01,"May 31, 2010","01/05/2010","",2009-07-01,"The patient's tolerance of treatment will be determined, as assessed by the occurrence of adverse events|The efficacy endpoints will be change in the score for 9-Hole Peg Test (9HPT), Timed 25-Foot Walk (T25FW), Low-Contrast Letter Acuity test (LCLA), International Cooperative Ataxia Rating Scale (ICARS), and Friedreich's Ataxia Rating Scale (FARS).","http://ClinicalTrials.gov/show/NCT00530127",NA
"22965",22965,"NCT00562627","Efficacy of Multimodal Peri- and Intraarticular Drug Injections in Total Knee Arthroplasty","Completed","No Results Available","Osteoarthritis of the Knee","Drug: ropivacaine|Drug: adrenaline|Drug: ketorolac|Drug: morphine|Drug: fentanyl|Drug: bupivacaine","Asker & Baerum Hospital","Both","Adult|Senior","Phase IV",102,"Other","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","2007-003030-41|EudraCT 2007-003030-41|REK 1.2007.1603","November 21, 2007","01/11/2007",2009-07-01,"July 20, 2009","01/07/2009","",2009-06-01,"opioid use|Pain|time to discharge|Knee injury and osteoarthritis score|side effects and complications","http://ClinicalTrials.gov/show/NCT00562627",NA
"22972",22972,"NCT00531427","Buprenorphine Transdermal System (BTDS) in Subjects w/Mod-sev Osteoarthritis (OA) Chronic Pain of Knee","Completed","Has Results","Chronic Pain|Osteoarthritis of the Knee","Drug: Buprenorphine|Drug: Placebo","Purdue Pharma LP","Both","Adult|Senior","Phase III",567,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","BUP3025","September 17, 2007","01/09/2007",2009-11-01,"August 24, 2010","01/08/2010","",2009-04-01,"\Average Pain Over the Last 24 Hours\"" Score of the Study Knee at Week 12 of the Double Blind Phase.|Mean Daily Number of Tablets of Nonopioid Supplemental Analgesic Used From Week 2 to 12 of the Double-blind Phase.|Sleep Disturbance Subscale of the MOS-Sleep Scale at Weeks 4","http://ClinicalTrials.gov/show/NCT00531427",NA
"22977",22977,"NCT00589927","Triple Versus Dual Antiplatelet Therapy After ABT578-Eluting Stent","Completed","No Results Available","Coronary Artery Disease","Drug: cilostazol|Drug: placebo","CardioVascular Research Foundation, Korea|Otsuka Korea","Both","Adult|Senior","Phase IV",486,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","2007-0003","December 31, 2007","01/12/2007",2010-02-01,"March 17, 2010","01/07/2009","DECLARELONG",2009-12-01,"Angiographic in-stent late loss|Composite of death, MI, and target lesion or vessel revascularization at 12 months, In-stent and in-stent restenosis at 8 months, In-segment late loss at 8 months Adverse side effects during treatment","http://ClinicalTrials.gov/show/NCT00589927",NA
"22978",22978,"NCT00591227","Management of Diabetes in the Emergency Room: a Randomized Trial of an Insulin Protocol.","Completed","No Results Available","Type 2 Diabetes Mellitus","Drug: insulins aspart and detemir","Rush University Medical Center|Novo Nordisk","Both","Adult|Senior","Phase IV",176,"Other|Industry","Interventional","Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","7070902","December 27, 2007","01/05/2008",2009-07-01,"September 27, 2010","01/09/2010","",2009-07-01,"length of stay in the hospital|average blood glucose during the hospital admission|frequency of hypoglycemia|efficacy of blood glucose lowering during the emergency room stay|frequency of hypoglycemia during emergency room therapy with insulin","http://ClinicalTrials.gov/show/NCT00591227",NA
"22988",22988,"NCT00599027","An Exploratory Study of Nasonex in Patients With Moderate to Severe Persistent Allergic Rhinitis and Intermittent Asthma","Completed","Has Results","Allergic Rhinitis|Asthma","Drug: Mometasone furoate nasal spray (MFNS)|Drug: Placebo nasal spray","Schering-Plough","Both","Adult|Senior","Phase III",51,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","P05277","January 10, 2008","01/05/2008",2009-05-01,"May 13, 2010","01/05/2010","",2009-05-01,"The Change of the Rhinasthma Global Summary Score From Baseline to Endpoint After 28 Days of Treatment.","http://ClinicalTrials.gov/show/NCT00599027",NA
"23001",23001,"NCT00578227","Evaluation of Safety and Immunogenicity of Co-administering Human Papillomavirus Vaccine With Another Vaccine in Healthy Female Subjects","Completed","Has Results","Human Papillomavirus (HPV) Infection","Biological: Twinrix ?ºÑ Paediatric|Biological: Cervarix?ºÑ","GlaxoSmithKline","Female","Child","Phase III",814,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","110886","December 20, 2007","01/12/2007",2009-04-01,"March 25, 2010","01/03/2010","",2009-04-01,"Number of Subjects Seroconverted for Anti-hepatitis A (Anti-HAV) Antibodies|Anti-Heptatis A (HAV) Antibody Titers.|Number of Subjects Seroprotected for Anti-hepatitis B Surface Antigen (Anti-HBs) Antibodies|Number of Subjects Seroconverted for Anti-human Papilloma Virus 16 (Anti-HPV-16) and Anti-human Papilloma Virus 18 (Anti-HPV-18) Antibodies|Anti-human Papilloma Virus 16 (Anti-HPV-16) and Anti-human Papilloma Virus 18 (Anti-HPV-18) Antibody Titers|Anti-HBs Antibody Titers|Number of Subjects Seroconverted for Anti-HBs Antibodies|Number of Subjects Seroconverted for Anti-human Papilloma Virus 16 (Anti-HPV-16) and Anti-human Papilloma Virus 18 (Anti-HPV-18) Antibodies in Vaccine Recipients Aged 9 Years|Anti-human Papilloma Virus 16 (Anti-HPV-16) and Anti-human Papilloma Virus 18 (Anti-HPV-18) Antibody Titers in Vaccine Recipients Aged 9 Years|Number of Subjects Seroconverted for Anti-HAV Antibodies|Anti-HAV Antibody Titers|Number of Subjects Seroconverted and Number of Subjects Seroprotected for Anti-HBs Antibodies|Anti-HBs Antibody Titers|Number of Subjects Seroconverted for Anti-human Papilloma Virus 16 (Anti-HPV-16) and Anti-human Papilloma Virus 18 (Anti-HPV-18) Antibodies|Anti-human Papilloma Virus 16 (Anti-HPV-16) and Anti-human Papilloma Virus 18 (Anti-HPV-18) Antibody Titers|Number of Subjects Reporting Solicited Local Symptoms|Number of Subjects Reporting Solicited General Symptoms|Number of Subjects Reporting Medically Significant Conditions|Number of Subjects Reporting Medically Significant Conditions|Number of Subjects Reporting Unsolicited Adverse Events|Number of Subjects Reporting Serious Adverse Events (SAE)","http://ClinicalTrials.gov/show/NCT00578227",NA
"23004",23004,"NCT00630227","Biologic Lung Volume Reduction (BLVR) Phase 2 Homogeneous Study","Completed","No Results Available","Homogeneous Emphysema","Biological: Biologic Lung Volume Reduction","Aeris Therapeutics","Both","Adult|Senior","Phase II",33,"Industry","Interventional","Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","01-C07-002","February 27, 2008","01/02/2008",2009-12-01,"January 14, 2010","01/01/2010","",2009-12-01,"reduction in gas trapping|improvement in exercise capacity|improvement in expiratory flow|improvement in vital capacity|improvement in dyspnea sysmptoms|improvemnet in respiratory quality of life|serious adverse events","http://ClinicalTrials.gov/show/NCT00630227",NA
"23052",23052,"NCT00701727","Ezetimibe Reverse Cholesterol Transport (RCT) Pilot Study","Completed","No Results Available","Hypercholesterolemia","Drug: ezetimibe|Drug: Placebo","Radiant Research","Both","Adult|Senior","Phase IV",30,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment","Ezetimibe RCT-001","June 17, 2008","01/06/2008",2009-03-01,"October 8, 2009","01/10/2009","",2009-03-01,"fecal excretion of plasma-derived cholesterol|de novo cholesterol synthesis (DNC)|Cholesterol efflux rate (Ra cholesterol|RCT efflux|Fasting lipid levels","http://ClinicalTrials.gov/show/NCT00701727",NA
"23073",23073,"NCT00735527","Nasal Versus Venous Lorazepam for Control of Acute Seizures in Children","Completed","No Results Available","Status Epilepticus|Seizures","Drug: Lorazepam|Drug: Lorazepam","All India Institute of Medical Sciences, New Delhi","Both","Child","Phase III",140,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","INLOR","August 12, 2008","01/05/2008",2009-04-01,"May 4, 2009","01/05/2009","INLOR",2009-04-01,"Cessation of all clinical seizure activity within 10 min of drug administration|Persistent cessation of seizure activity for 1 hr|Patients requiring rescue medication within 1 hr|Time to achieve intra-venous access after arrival in casualty|Time from drug administration to termination of seizure(s)|Development of hypotension (fall of >/= 20 mmHg systolic and/ or >/= 10 mmHg diastolic pressure) within 1 hr of drug administration|Development of significant respiratory depression requiring assisted ventilation","http://ClinicalTrials.gov/show/NCT00735527",NA
